image,rule_group,whiteness,edge,color,horizontal,texture
E:\RC11\term 2\draft\3.1\G1_structural_design\0b38db9ba8.jpg,1,0.81847322,0.09468092,0.008598083,0.521059573,0.002905437
E:\RC11\term 2\draft\3.1\G1_structural_design\0b57ade37f.jpg,1,0.736103237,0.106183179,0.002929575,0.522267818,0.002546706
E:\RC11\term 2\draft\3.1\G1_structural_design\0c6034770a.jpg,1,0.86093533,0.101367377,0.006104781,0.531418443,0.001304914
E:\RC11\term 2\draft\3.1\G1_structural_design\0d9c524dbb.jpg,1,0.689931154,0.134726062,0.005630116,0.532114863,0.002738438
E:\RC11\term 2\draft\3.1\G1_structural_design\0fb880d6c5.jpg,1,0.764185607,0.132555827,0.011296827,0.516973138,0.002621604
E:\RC11\term 2\draft\3.1\G1_structural_design\104cd9be0f.jpg,1,0.866198897,0.103635259,0.002111937,0.46588403,0.001000467
E:\RC11\term 2\draft\3.1\G1_structural_design\10c9000fb4.jpg,1,0.345478326,0.104565524,0.015842913,0.505304515,0.001412046
E:\RC11\term 2\draft\3.1\G1_structural_design\10ca4fa06c.jpg,1,0.782216787,0.117488764,0.00882982,0.499931663,0.001910912
E:\RC11\term 2\draft\3.1\G1_structural_design\120aff15e8.jpg,1,0.824407637,0.091402456,0.001170238,0.519226015,0.001700972
E:\RC11\term 2\draft\3.1\G1_structural_design\120fcc4679.jpg,1,0.870589614,0.103150345,0.002096566,0.492630064,0.001260731
E:\RC11\term 2\draft\3.1\G1_structural_design\128f3e64a6.jpg,1,0.823265493,0.144765034,0.001952053,0.497647583,0.002034612
E:\RC11\term 2\draft\3.1\G1_structural_design\12f6b5257b.jpg,1,0.845049381,0.119890451,0.002858802,0.51571238,0.002794722
E:\RC11\term 2\draft\3.1\G1_structural_design\136447b194.jpg,1,0.833857,0.095536947,0.004284971,0.49085021,0.003036684
E:\RC11\term 2\draft\3.1\G1_structural_design\17b77e2d15.jpg,1,0.792739093,0.12168248,0.004964104,0.492175192,0.003466699
E:\RC11\term 2\draft\3.1\G1_structural_design\197c8b51e3.jpg,1,0.64283812,0.125074044,5.85E-17,0.413492471,0.00600996
E:\RC11\term 2\draft\3.1\G1_structural_design\1ab28d3648.jpg,1,0.805263281,0.170993343,0.003306688,0.531983554,0.003879145
E:\RC11\term 2\draft\3.1\G1_structural_design\1b972d197d.jpg,1,0.840688646,0.095107928,0.001782786,0.503606915,0.000812885
E:\RC11\term 2\draft\3.1\G1_structural_design\1c61eb82ec.jpg,1,0.879920363,0.085820116,0.003068034,0.534992635,0.000899135
